POP,HP,REG,regHP,SAMPLE,LANE,READ1,READ2
CHFI,CH,East,EastCH,P12002_130,S89_L004,../../../data/WGS/rawdata/P12002/P12002_130/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_130_S89_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_130/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_130_S89_L004_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_130,S89_L007,../../../data/WGS/rawdata/P12002/P12002_130/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_130_S89_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_130/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_130_S89_L007_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_130,S44_L002,../../../data/WGS/rawdata/P12002/P12002_130/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_130_S44_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_130/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_130_S44_L002_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_131,S23_L002,../../../data/WGS/rawdata/P12002/P12002_131/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_131_S23_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_131/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_131_S23_L002_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_131,S23_L005,../../../data/WGS/rawdata/P12002/P12002_131/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_131_S23_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_131/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_131_S23_L005_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_131,S23_L008,../../../data/WGS/rawdata/P12002/P12002_131/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_131_S23_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_131/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_131_S23_L008_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_132,S56_L003,../../../data/WGS/rawdata/P12002/P12002_132/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_132_S56_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_132/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_132_S56_L003_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_132,S56_L006,../../../data/WGS/rawdata/P12002/P12002_132/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_132_S56_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_132/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_132_S56_L006_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_132,S11_L001,../../../data/WGS/rawdata/P12002/P12002_132/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_132_S11_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_132/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_132_S11_L001_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_133,S90_L004,../../../data/WGS/rawdata/P12002/P12002_133/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_133_S90_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_133/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_133_S90_L004_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_133,S90_L007,../../../data/WGS/rawdata/P12002/P12002_133/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_133_S90_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_133/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_133_S90_L007_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_133,S45_L002,../../../data/WGS/rawdata/P12002/P12002_133/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_133_S45_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_133/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_133_S45_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_134,S24_L002,../../../data/WGS/rawdata/P12002/P12002_134/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_134_S24_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_134/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_134_S24_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_134,S24_L005,../../../data/WGS/rawdata/P12002/P12002_134/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_134_S24_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_134/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_134_S24_L005_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_134,S24_L008,../../../data/WGS/rawdata/P12002/P12002_134/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_134_S24_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_134/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_134_S24_L008_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_135,S57_L003,../../../data/WGS/rawdata/P12002/P12002_135/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_135_S57_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_135/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_135_S57_L003_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_135,S57_L006,../../../data/WGS/rawdata/P12002/P12002_135/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_135_S57_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_135/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_135_S57_L006_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_135,S12_L001,../../../data/WGS/rawdata/P12002/P12002_135/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_135_S12_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_135/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_135_S12_L001_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_136,S91_L004,../../../data/WGS/rawdata/P12002/P12002_136/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_136_S91_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_136/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_136_S91_L004_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_136,S91_L007,../../../data/WGS/rawdata/P12002/P12002_136/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_136_S91_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_136/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_136_S91_L007_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_136,S46_L002,../../../data/WGS/rawdata/P12002/P12002_136/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_136_S46_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_136/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_136_S46_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_137,S25_L002,../../../data/WGS/rawdata/P12002/P12002_137/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_137_S25_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_137/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_137_S25_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_137,S25_L005,../../../data/WGS/rawdata/P12002/P12002_137/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_137_S25_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_137/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_137_S25_L005_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_137,S25_L008,../../../data/WGS/rawdata/P12002/P12002_137/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_137_S25_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_137/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_137_S25_L008_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_138,S58_L003,../../../data/WGS/rawdata/P12002/P12002_138/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_138_S58_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_138/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_138_S58_L003_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_138,S58_L006,../../../data/WGS/rawdata/P12002/P12002_138/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_138_S58_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_138/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_138_S58_L006_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_138,S13_L001,../../../data/WGS/rawdata/P12002/P12002_138/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_138_S13_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_138/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_138_S13_L001_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_139,S92_L004,../../../data/WGS/rawdata/P12002/P12002_139/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_139_S92_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_139/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_139_S92_L004_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_139,S92_L007,../../../data/WGS/rawdata/P12002/P12002_139/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_139_S92_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_139/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_139_S92_L007_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_139,S47_L002,../../../data/WGS/rawdata/P12002/P12002_139/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_139_S47_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_139/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_139_S47_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_140,S26_L002,../../../data/WGS/rawdata/P12002/P12002_140/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_140_S26_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_140/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_140_S26_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_140,S26_L005,../../../data/WGS/rawdata/P12002/P12002_140/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_140_S26_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_140/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_140_S26_L005_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_140,S26_L008,../../../data/WGS/rawdata/P12002/P12002_140/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_140_S26_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_140/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_140_S26_L008_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_141,S59_L003,../../../data/WGS/rawdata/P12002/P12002_141/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_141_S59_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_141/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_141_S59_L003_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_141,S59_L006,../../../data/WGS/rawdata/P12002/P12002_141/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_141_S59_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_141/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_141_S59_L006_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_141,S14_L001,../../../data/WGS/rawdata/P12002/P12002_141/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_141_S14_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_141/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_141_S14_L001_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_142,S93_L004,../../../data/WGS/rawdata/P12002/P12002_142/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_142_S93_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_142/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_142_S93_L004_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_142,S93_L007,../../../data/WGS/rawdata/P12002/P12002_142/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_142_S93_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_142/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_142_S93_L007_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_142,S48_L002,../../../data/WGS/rawdata/P12002/P12002_142/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_142_S48_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_142/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_142_S48_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_143,S27_L002,../../../data/WGS/rawdata/P12002/P12002_143/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_143_S27_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_143/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_143_S27_L002_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_143,S27_L005,../../../data/WGS/rawdata/P12002/P12002_143/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_143_S27_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_143/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_143_S27_L005_R2_001.fastq.gz
COGE,CO,West,WestCO,P12002_143,S27_L008,../../../data/WGS/rawdata/P12002/P12002_143/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_143_S27_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_143/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_143_S27_L008_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_144,S60_L003,../../../data/WGS/rawdata/P12002/P12002_144/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_144_S60_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_144/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_144_S60_L003_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_144,S60_L006,../../../data/WGS/rawdata/P12002/P12002_144/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_144_S60_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_144/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_144_S60_L006_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_144,S15_L001,../../../data/WGS/rawdata/P12002/P12002_144/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_144_S15_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_144/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_144_S15_L001_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_145,S94_L004,../../../data/WGS/rawdata/P12002/P12002_145/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_145_S94_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_145/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_145_S94_L004_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_145,S94_L007,../../../data/WGS/rawdata/P12002/P12002_145/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_145_S94_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_145/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_145_S94_L007_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_145,S49_L002,../../../data/WGS/rawdata/P12002/P12002_145/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_145_S49_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_145/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_145_S49_L002_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_146,S28_L002,../../../data/WGS/rawdata/P12002/P12002_146/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_146_S28_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_146/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_146_S28_L002_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_146,S28_L005,../../../data/WGS/rawdata/P12002/P12002_146/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_146_S28_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_146/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_146_S28_L005_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_146,S28_L008,../../../data/WGS/rawdata/P12002/P12002_146/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_146_S28_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_146/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_146_S28_L008_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_147,S61_L003,../../../data/WGS/rawdata/P12002/P12002_147/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_147_S61_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_147/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_147_S61_L003_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_147,S61_L006,../../../data/WGS/rawdata/P12002/P12002_147/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_147_S61_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_147/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_147_S61_L006_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_147,S16_L001,../../../data/WGS/rawdata/P12002/P12002_147/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_147_S16_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_147/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_147_S16_L001_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_148,S95_L004,../../../data/WGS/rawdata/P12002/P12002_148/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_148_S95_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_148/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_148_S95_L004_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_148,S95_L007,../../../data/WGS/rawdata/P12002/P12002_148/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_148_S95_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_148/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_148_S95_L007_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_148,S50_L002,../../../data/WGS/rawdata/P12002/P12002_148/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_148_S50_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_148/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_148_S50_L002_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_149,S29_L002,../../../data/WGS/rawdata/P12002/P12002_149/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_149_S29_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_149/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_149_S29_L002_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_149,S29_L005,../../../data/WGS/rawdata/P12002/P12002_149/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_149_S29_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_149/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_149_S29_L005_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_149,S29_L008,../../../data/WGS/rawdata/P12002/P12002_149/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_149_S29_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_149/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_149_S29_L008_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_150,S62_L003,../../../data/WGS/rawdata/P12002/P12002_150/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_150_S62_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_150/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_150_S62_L003_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_150,S62_L006,../../../data/WGS/rawdata/P12002/P12002_150/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_150_S62_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_150/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_150_S62_L006_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_150,S17_L001,../../../data/WGS/rawdata/P12002/P12002_150/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_150_S17_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_150/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_150_S17_L001_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_152,S30_L002,../../../data/WGS/rawdata/P12002/P12002_152/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_152_S30_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_152/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_152_S30_L002_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_152,S30_L005,../../../data/WGS/rawdata/P12002/P12002_152/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_152_S30_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_152/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_152_S30_L005_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_152,S30_L008,../../../data/WGS/rawdata/P12002/P12002_152/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_152_S30_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_152/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_152_S30_L008_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_153,S63_L003,../../../data/WGS/rawdata/P12002/P12002_153/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_153_S63_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_153/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_153_S63_L003_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_153,S63_L006,../../../data/WGS/rawdata/P12002/P12002_153/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_153_S63_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_153/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_153_S63_L006_R2_001.fastq.gz
CHES,CH,East,EastCH,P12002_153,S18_L001,../../../data/WGS/rawdata/P12002/P12002_153/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_153_S18_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_153/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_153_S18_L001_R2_001.fastq.gz
COSK,CO,West,WestCO,P12002_154,S97_L004,../../../data/WGS/rawdata/P12002/P12002_154/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_154_S97_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_154/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_154_S97_L004_R2_001.fastq.gz
COSK,CO,West,WestCO,P12002_154,S97_L007,../../../data/WGS/rawdata/P12002/P12002_154/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_154_S97_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_154/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_154_S97_L007_R2_001.fastq.gz
COSK,CO,West,WestCO,P12002_154,S52_L002,../../../data/WGS/rawdata/P12002/P12002_154/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_154_S52_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_154/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_154_S52_L002_R2_001.fastq.gz
COSK,CO,West,WestCO,P12002_155,S31_L002,../../../data/WGS/rawdata/P12002/P12002_155/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_155_S31_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_155/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_155_S31_L002_R2_001.fastq.gz
COSK,CO,West,WestCO,P12002_155,S31_L005,../../../data/WGS/rawdata/P12002/P12002_155/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_155_S31_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_155/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_155_S31_L005_R2_001.fastq.gz
COSK,CO,West,WestCO,P12002_155,S31_L008,../../../data/WGS/rawdata/P12002/P12002_155/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_155_S31_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_155/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_155_S31_L008_R2_001.fastq.gz
